            x                       f(x)                      d(x)           
       -1.000000000000000        -1.000000000000000         0.000000000000000
       -0.777777777777778        -1.000000000000000         0.000000000000000
       -0.555555555555556        -1.000000000000000         0.000000000000000
       -0.333333333333333        -1.000000000000000         0.000000000000000
       -0.111111111111111        -1.000000000000000         0.000000000000000
        0.111111111111111         1.000000000000000         0.000000000000000
        0.333333333333333         1.000000000000000         0.000000000000000
        0.555555555555555         1.000000000000000         0.000000000000000
        0.777777777777778         1.000000000000000         0.000000000000000
        1.000000000000000         1.000000000000000         0.000000000000000
